source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	curation_effort	references	sources	n_sources	n_primary_sources	n_references	references_stripped
Q04206	Q9UEW8	RELA	STK39	True	True	False	True	True	False	2	CollecTRI:18787102;DoRothEA:18787102	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	18787102
Q04206	Q96KP6	RELA	TNIP3	True	True	False	True	True	False	2	CollecTRI:18081698;DoRothEA:18081698	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	18081698
P22670	P04440	RFX1	HLA-DPB1	True	True	False	True	True	False	2	CollecTRI:11889043;DoRothEA:11889043	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	11889043
O14593	P20036	RFXANK	HLA-DPA1	True	True	False	True	True	False	1	CollecTRI:11258423	CollecTRI;TRRUST_CollecTRI	2	1	1	11258423
O14593	P04440	RFXANK	HLA-DPB1	True	True	False	True	True	False	1	CollecTRI:11258423	CollecTRI;TRRUST_CollecTRI	2	1	1	11258423
O14593	P01920	RFXANK	HLA-DQB1	True	True	False	True	True	False	1	CollecTRI:11258423	CollecTRI;TRRUST_CollecTRI	2	1	1	11258423
O14593	P01903	RFXANK	HLA-DRA	True	True	False	True	True	False	1	CollecTRI:11258423	CollecTRI;TRRUST_CollecTRI	2	1	1	11258423
O00287	P20036	RFXAP	HLA-DPA1	True	True	False	True	True	False	1	CollecTRI:11258423	CollecTRI;TRRUST_CollecTRI	2	1	1	11258423
O00287	P04440	RFXAP	HLA-DPB1	True	True	False	True	True	False	1	CollecTRI:11258423	CollecTRI;TRRUST_CollecTRI	2	1	1	11258423
O00287	P01920	RFXAP	HLA-DQB1	True	True	False	True	True	False	2	CollecTRI:11258423;CollecTRI:18723135	CollecTRI;TRRUST_CollecTRI	2	1	2	11258423;18723135
O00287	P01903	RFXAP	HLA-DRA	True	True	False	True	True	False	1	CollecTRI:11258423	CollecTRI;TRRUST_CollecTRI	2	1	1	11258423
Q01196	P30279	RUNX1	CCND2	True	True	False	True	True	False	2	CollecTRI:19379567;DoRothEA:19379567	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	19379567
Q01196	Q13257	RUNX1	MAD2L1	True	False	True	True	False	True	2	CollecTRI:20190817;DoRothEA:20190817	CollecTRI;DoRothEA;PAZAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	20190817
Q01196	Q03112	RUNX1	MECOM	True	True	False	True	True	False	2	CollecTRI:22689058;DoRothEA:22689058	CollecTRI;DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	1	22689058
Q13761	P42575	RUNX3	CASP2	True	True	False	True	True	False	2	CollecTRI:17956589;DoRothEA:17956589	CollecTRI;DoRothEA;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	17956589
Q01826	P46013	SATB1	MKI67	True	True	False	True	True	False	2	CollecTRI:22839214;DoRothEA:22839214	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	22839214
Q96EB6	Q16665	SIRT1	HIF1A	True	True	False	True	True	False	1	CollecTRI:22245592	CollecTRI;TRRUST_CollecTRI	2	1	1	22245592
O15105	P36897	SMAD7	TGFBR1	True	False	True	True	False	True	1	CollecTRI:15221015	CollecTRI;TRRUST_CollecTRI	2	1	1	15221015
P51532	P16070	SMARCA4	CD44	True	False	True	True	False	True	1	CollecTRI:14604992	CollecTRI;TRRUST_CollecTRI	2	1	1	14604992
P51532	Q03112	SMARCA4	MECOM	True	True	False	True	True	False	1	CollecTRI:14555651	CollecTRI;TRRUST_CollecTRI	2	1	1	14555651
Q12824	P16070	SMARCB1	CD44	True	False	True	True	False	True	1	CollecTRI:14604992	CollecTRI;TRRUST_CollecTRI	2	1	1	14604992
P08047	Q9Y5Z0	SP1	BACE2	True	True	False	True	True	False	2	CollecTRI:15857888;DoRothEA:15857888	CollecTRI;DoRothEA;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	15857888
P08047	P17900	SP1	GM2A	True	True	False	True	True	False	2	CollecTRI:10987359;DoRothEA:10987359	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	10987359
P08047	P47928	SP1	ID4	True	False	True	True	False	True	2	CollecTRI:9516472;DoRothEA:9516472	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9516472
P08047	P19971	SP1	TYMP	True	True	False	True	True	False	2	CollecTRI:17805539;DoRothEA:17805539	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	17805539
Q02447	P47928	SP3	ID4	True	False	True	True	False	True	2	CollecTRI:9516472;DoRothEA:9516472	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9516472
Q02447	Q99102	SP3	MUC4	True	True	False	True	True	False	2	CollecTRI:11418607;DoRothEA:11418607	CollecTRI;DoRothEA;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	11418607
Q02447	P19971	SP3	TYMP	True	True	False	True	True	False	2	CollecTRI:17805539;DoRothEA:17805539	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	17805539
Q02446	O15392	SP4	BIRC5	True	True	False	True	True	False	2	CollecTRI:22334592;DoRothEA:22334592	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	22334592
O95238	Q02817	SPDEF	MUC2	True	True	False	True	True	False	2	CollecTRI:19786015;DoRothEA:19786015	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	19786015
O95238	O60575	SPDEF	SPINK4	True	True	False	True	True	False	2	CollecTRI:19786015;DoRothEA:19786015	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	19786015
P36956	P25445	SREBF1	FAS	True	True	False	True	True	False	5	CollecTRI:12531699;CollecTRI:18420801;CollecTRI:20173757;CollecTRI:9300785;DoRothEA:18420801	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	4	12531699;18420801;20173757;9300785
Q12772	P25445	SREBF2	FAS	True	True	False	True	True	False	2	CollecTRI:9300785;DoRothEA:9300785	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9300785
P11831	Q16763	SRF	UBE2S	True	True	False	True	True	False	2	CollecTRI:18780286;DoRothEA:18780286	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	18780286
P42224	P01033	STAT1	TIMP1	True	True	False	True	True	False	3	CollecTRI:11918744;CollecTRI:12846741;DoRothEA:11918744	CollecTRI;DoRothEA;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	11918744;12846741
P40763	P25445	STAT3	FAS	True	False	True	True	False	True	3	CollecTRI:15223310;CollecTRI:16651438;CollecTRI:22313388	CollecTRI;DoRothEA;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	3	15223310;16651438;22313388
P40763	Q9HC84	STAT3	MUC5B	True	True	False	True	True	False	2	CollecTRI:15485908;DoRothEA:15485908	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	15485908
P42229	P08047	STAT5A	SP1	True	True	False	True	True	False	2	CollecTRI:17922009;DoRothEA:17922009	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	17922009
P15884	O15392	TCF4	BIRC5	True	True	False	True	True	False	3	CollecTRI:19131553;CollecTRI:19662654;CollecTRI:19778454	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	3	19131553;19662654;19778454
P15884	P16070	TCF4	CD44	True	True	False	True	True	False	2	CollecTRI:16311123;DoRothEA:16311123	CollecTRI;DoRothEA;ReMap_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	16311123
Q9NQB0	O15392	TCF7L2	BIRC5	True	True	False	True	True	False	3	CollecTRI:12885482;CollecTRI:20331626;DoRothEA:20331626	CollecTRI;DoRothEA;KEGG-MEDICUS;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	3	2	12885482;20331626
Q04726	Q01196	TLE3	RUNX1	True	False	True	True	False	True	1	CollecTRI:19403666	CollecTRI;TRRUST_CollecTRI	2	1	1	19403666
Q9Y4A5	P30279	TRRAP	CCND2	True	True	False	True	True	False	1	CollecTRI:11511535	CollecTRI;TRRUST_CollecTRI	2	1	1	11511535
Q99816	Q9BYZ8	TSG101	REG4	True	False	True	True	False	True	1	CollecTRI:18643869	CollecTRI;TRRUST_CollecTRI	2	1	1	18643869
P22415	P47928	USF1	ID4	True	True	False	True	True	False	2	CollecTRI:9516472;DoRothEA:9516472	CollecTRI;DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	9516472
Q15853	Q16665	USF2	HIF1A	True	True	False	True	True	False	2	CollecTRI:23991099;DoRothEA:23991099	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	23991099
P40337	P02786	VHL	TFRC	True	False	True	True	False	True	1	CollecTRI:15985433	CollecTRI;TRRUST_CollecTRI	2	1	1	15985433
Q01831	P42575	XPC	CASP2	True	False	True	True	False	True	1	CollecTRI:22174370	CollecTRI;TRRUST_CollecTRI	2	1	1	22174370
P67809	Q16667	YBX1	CDKN3	True	True	False	True	True	False	2	CollecTRI:20596676;DoRothEA:20596676	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	20596676
P25490	Q16665	YY1	HIF1A	True	True	False	True	True	False	2	CollecTRI:20660740;DoRothEA:20660740	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	20660740
P40763	P14735	STAT3	IDE	True	True	False	True	True	False	1	CollecTRI:16293640	CollecTRI;TFactS_CollecTRI	2	1	1	16293640
P16220	P02786	CREB1	TFRC	True	True	False	True	True	False	1	CollecTRI:14973073	CollecTRI;DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA	5	2	1	14973073
P35222	Q9UMX3	CTNNB1	BOK	True	False	True	True	False	True	1	CollecTRI:12907606	CollecTRI;TFactS_CollecTRI	2	1	1	12907606
P35222	P15924	CTNNB1	DSP	True	False	True	True	False	True	1	CollecTRI:15979100	CollecTRI;TFactS_CollecTRI	2	1	1	15979100
P35222	P29323	CTNNB1	EPHB2	True	True	False	True	True	False	1	CollecTRI:12408869	CollecTRI;TFactS_CollecTRI	2	1	1	12408869
P35222	Q16665	CTNNB1	HIF1A	True	False	True	True	False	True	1	CollecTRI:16959035	CollecTRI;TFactS_CollecTRI	2	1	1	16959035
P35222	P13164	CTNNB1	IFITM1	True	True	False	True	True	False	1	CollecTRI:12782598	CollecTRI;TFactS_CollecTRI	2	1	1	12782598
P35222	P61626	CTNNB1	LYZ	True	True	False	True	True	False	1	CollecTRI:17273793	CollecTRI;TFactS_CollecTRI	2	1	1	17273793
P35222	P14555	CTNNB1	PLA2G2A	True	True	False	True	True	False	1	CollecTRI:18519687	CollecTRI;TFactS_CollecTRI	2	1	1	18519687
P35222	O95997	CTNNB1	PTTG1	True	True	False	True	True	False	2	CollecTRI:15514942;CollecTRI:16705313	CollecTRI;TFactS_CollecTRI	2	1	2	15514942;16705313
P35222	P0DJI8	CTNNB1	SAA1	True	True	False	True	True	False	1	CollecTRI:12782598	CollecTRI;TFactS_CollecTRI	2	1	1	12782598
P35222	P01009	CTNNB1	SERPINA1	True	True	False	True	True	False	1	CollecTRI:12782598	CollecTRI;TFactS_CollecTRI	2	1	1	12782598
P35222	P84103	CTNNB1	SRSF3	True	True	False	True	True	False	1	CollecTRI:18952824	CollecTRI;TFactS_CollecTRI	2	1	1	18952824
Q02447	P30305	SP3	CDC25B	True	True	False	True	True	False	0		CollecTRI;TFactS_CollecTRI	2	1		
Q02447	O95997	SP3	PTTG1	True	True	False	True	True	False	0		CollecTRI;TFactS_CollecTRI	2	1		
Q02447	P05451	SP3	REG1A	True	True	False	True	True	False	0		CollecTRI;TFactS_CollecTRI	2	1		
Q02447	P09341	SP3	CXCL1	True	False	True	True	False	True	1	CollecTRI:7479086	CollecTRI;CytReg_CollecTRI;DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	5	2	1	7479086
Q12772	P48163	SREBF2	ME1	True	True	False	True	True	False	1	CollecTRI:12177166	CollecTRI;TFactS_CollecTRI	2	1	1	12177166
P36956	Q9BWD1	SREBF1	ACAT2	True	True	False	True	True	False	2	CollecTRI:12145168;DoRothEA:12145168	CollecTRI;DoRothEA;ENCODE-proximal;TFactS_CollecTRI;TFactS_DoRothEA	5	3	1	12145168
P36956	P48163	SREBF1	ME1	True	True	False	True	True	False	1	CollecTRI:12177166	CollecTRI;TFactS_CollecTRI	2	1	1	12177166
Q12778	Q9BWD1	FOXO1	ACAT2	True	False	True	True	False	True	1	CollecTRI:16492665	CollecTRI;TFactS_CollecTRI	2	1	1	16492665
Q12778	P42575	FOXO1	CASP2	True	True	False	True	True	False	1	CollecTRI:15632117	CollecTRI;TFactS_CollecTRI	2	1	1	15632117
Q12778	P14635	FOXO1	CCNB1	True	False	True	True	False	True	2	CollecTRI:17609436;DoRothEA:17609436	CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	4	2	1	17609436
Q12778	Q9H5J4	FOXO1	ELOVL6	True	False	True	True	False	True	1	CollecTRI:16492665	CollecTRI;TFactS_CollecTRI	2	1	1	16492665
Q12778	P48163	FOXO1	ME1	True	False	True	True	False	True	1	CollecTRI:16492665	CollecTRI;TFactS_CollecTRI	2	1	1	16492665
P19838	P19876	NFKB1	CXCL3	True	True	False	True	True	False	1	CollecTRI:15722553	CollecTRI;CytReg_CollecTRI;DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA	8	2	1	15722553
Q01201	P19875	RELB	CXCL2	True	True	False	True	True	False	0		CollecTRI;TFactS_CollecTRI	2	1		
Q9NQB0	Q9UMX3	TCF7L2	BOK	True	False	True	True	False	True	1	CollecTRI:12907606	CollecTRI;TFactS_CollecTRI	2	1	1	12907606
Q9NQB0	P16070	TCF7L2	CD44	True	True	False	True	True	False	3	CollecTRI:10027409;CollecTRI:12782598;CollecTRI:18483247	CollecTRI;DoRothEA;ReMap_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	5	2	3	10027409;12782598;18483247
Q9NQB0	O95997	TCF7L2	PTTG1	True	True	False	True	True	False	2	CollecTRI:15514942;CollecTRI:16705313	CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	4	2	2	15514942;16705313
Q9NQB0	P84103	TCF7L2	SRSF3	True	True	False	True	True	False	2	CollecTRI:18952824;DoRothEA:18952824	CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	4	2	1	18952824
Q07869	Q9H5J4	PPARA	ELOVL6	True	True	False	True	True	False	4	CollecTRI:15654130;CollecTRI:16564093;CollecTRI:16790840;DoRothEA:16564093	CollecTRI;DoRothEA;GEREDB_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	5	2	3	15654130;16564093;16790840
P01106	P17900	MYC	GM2A	True	False	True	True	False	True	1	CollecTRI:11085504	CollecTRI;TFactS_CollecTRI	2	1	1	11085504
P01106	Q9NVH2	MYC	INTS7	True	False	True	True	False	True	2	CollecTRI:18213392;DoRothEA:18213392	CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	4	2	1	18213392
P01106	P07195	MYC	LDHB	True	True	False	True	True	False	2	CollecTRI:11983916;DoRothEA:11983916	CollecTRI;DoRothEA;ENCODE-proximal;TFactS_CollecTRI;TFactS_DoRothEA	5	3	1	11983916
P01106	P50579	MYC	METAP2	True	True	False	True	True	False	2	CollecTRI:11983916;DoRothEA:11983916	CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	4	2	1	11983916
P01106	Q16763	MYC	UBE2S	True	True	False	True	True	False	1	CollecTRI:11085504	CollecTRI;TFactS_CollecTRI	2	1	1	11085504
P84022	P01033	SMAD3	TIMP1	True	True	False	True	True	False	3	CollecTRI:11279127;CollecTRI:20869563;DoRothEA:11279127	CollecTRI;DoRothEA;GEREDB_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	7	2	2	11279127;20869563
Q9UJU2	P15924	LEF1	DSP	True	False	True	True	False	True	2	CollecTRI:15979100;DoRothEA:15979100	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	5	2	1	15979100
Q9UJU2	P29323	LEF1	EPHB2	True	True	False	True	True	False	1	CollecTRI:12408869	CollecTRI;TFactS_CollecTRI	2	1	1	12408869
P25490	Q9UBM1	YY1	PEMT	True	True	False	True	True	False	1	CollecTRI:20150657	CollecTRI;TFactS_CollecTRI	2	1	1	20150657
P42229	P15941	STAT5A	MUC1	True	True	False	True	True	False	2	CollecTRI:11084045;DoRothEA:11084045	CollecTRI;DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	6	2	1	11084045
P51692	P15941	STAT5B	MUC1	True	True	False	True	True	False	2	CollecTRI:11084045;DoRothEA:11084045	CollecTRI;DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	6	2	1	11084045
P14921	P25445	ETS1	FAS	True	True	False	True	True	False	2	CollecTRI:11970950;DoRothEA:11970950	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;PAZAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	6	2	1	11970950
P14921	Q01196	ETS1	RUNX1	True	True	False	True	True	False	0		CollecTRI;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA	9	2		
P14921	P61626	ETS1	LYZ	True	True	False	True	True	False	1	CollecTRI:15907486	CollecTRI;DoRothEA;ENCODE-distal;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	6	3	1	15907486
P15036	Q01196	ETS2	RUNX1	True	True	False	True	True	False	0		CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRRD_DoRothEA	5	2		
Q16254	P31350	E2F4	RRM2	True	False	True	True	False	True	2	CollecTRI:14688249;HTRIdb:17531812	CollecTRI;DoRothEA;ENCODE-proximal;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA;TFactS_CollecTRI	7	4	2	14688249;17531812
P36402	O15392	TCF7	BIRC5	True	True	False	True	True	False	3	CollecTRI:11517919;CollecTRI:16288908;CollecTRI:17005722	CollecTRI;DoRothEA;KEGG-MEDICUS;TFactS_CollecTRI;TFactS_DoRothEA	5	3	3	11517919;16288908;17005722
P36402	P29323	TCF7	EPHB2	True	True	False	True	True	False	1	CollecTRI:12408869	CollecTRI;TFactS_CollecTRI	2	1	1	12408869
P42224	P13164	STAT1	IFITM1	True	True	False	True	True	False	1		ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;ORegAnno_DoRothEA;PAZAR_DoRothEA	5	2		
O60381	Q01196	HBP1	RUNX1	True	True	False	True	True	False	2	CollecTRI:16179914;DoRothEA:16179914	CollecTRI;DoRothEA;ReMap_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	5	2	1	16179914
P27540	P02786	ARNT	TFRC	True	True	False	True	True	False	1	CollecTRI:10446188	CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA	3	1	1	10446188
O14867	P30279	BACH1	CCND2	True	True	False	True	True	False	1	CollecTRI:21555518	CollecTRI;GOA_CollecTRI	2	1	1	21555518
P46531	P16070	NOTCH1	CD44	True	True	False	True	True	False	2	CollecTRI:10933396;CollecTRI:15107403	CollecTRI;GOA_CollecTRI;SIGNOR_CollecTRI	3	1	2	10933396;15107403
P37231	P36897	PPARG	TGFBR1	True	False	True	True	False	True	1	CollecTRI:28467929	CollecTRI;GOA_CollecTRI	2	1	1	28467929
Q96ST3	P13164	SIN3A	IFITM1	True	True	False	True	True	False	1	CollecTRI:22783022	CollecTRI;GOA_CollecTRI	2	1	1	22783022
Q96ST3	Q01629	SIN3A	IFITM2	True	True	False	True	True	False	1	CollecTRI:22783022	CollecTRI;GOA_CollecTRI	2	1	1	22783022
Q96ST3	Q01628	SIN3A	IFITM3	True	True	False	True	True	False	1	CollecTRI:22783022	CollecTRI;GOA_CollecTRI	2	1	1	22783022
Q9UBK2	P14735	PPARGC1A	IDE	True	True	False	True	True	False	1	CollecTRI:23525105	CollecTRI;GOA_CollecTRI	2	1	1	23525105
Q9UKN5	Q92908	PRDM4	GATA6	True	True	False	True	True	False	1	CollecTRI:23918801	CollecTRI;GOA_CollecTRI	2	1	1	23918801
Q9BYM8	P14635	RBCK1	CCNB1	True	True	False	True	True	False	1	CollecTRI:20103625	CollecTRI;GOA_CollecTRI	2	1	1	20103625
P41182	P35226	BCL6	BMI1	True	True	False	True	True	False	1	CollecTRI:27505670	CollecTRI;DoRothEA;IntAct_CollecTRI;IntAct_DoRothEA	4	2	1	27505670
Q6W2J9	P35226	BCOR	BMI1	True	True	False	True	True	False	1	CollecTRI:27505670	CollecTRI;IntAct_CollecTRI	2	1	1	27505670
Q9BTC8	Q9Y6Q9	MTA3	NCOA3	True	True	False	True	True	False	1	CollecTRI:26028330	CollecTRI;IntAct_CollecTRI	2	1	1	26028330
Q01130	O14965	SRSF2	AURKA	True	True	False	True	True	False	1	CollecTRI:23663783	CollecTRI;IntAct_CollecTRI	2	1	1	23663783
Q01130	P14866	SRSF2	HNRNPL	True	True	False	True	True	False	1	CollecTRI:23663783	CollecTRI;IntAct_CollecTRI	2	1	1	23663783
Q01130	P31350	SRSF2	RRM2	True	True	False	True	True	False	1	CollecTRI:23663783	CollecTRI;IntAct_CollecTRI	2	1	1	23663783
P05412	P05156	JUN	CFI	True	True	False	True	True	False	1	CollecTRI:10630630	CollecTRI;SIGNOR_CollecTRI	2	1	1	10630630
P01106	Q9UPT9	MYC	USP22	True	True	False	True	True	False	1	CollecTRI:26049753	CollecTRI;SIGNOR_CollecTRI	2	1	1	26049753
P04150	P24468	NR3C1	NR2F2	True	True	False	True	True	False	1	CollecTRI:14739255	CollecTRI;SIGNOR_CollecTRI	2	1	1	14739255
P04150	P43354	NR3C1	NR4A2	True	False	True	True	False	True	1	CollecTRI:15591535	CollecTRI;SIGNOR_CollecTRI	2	1	1	15591535
Q9UPW6	P43354	SATB2	NR4A2	True	False	True	True	False	True	2	CollecTRI:31666685;SIGNOR:31666685	CollecTRI;SIGNOR;SIGNOR_CollecTRI	3	2	1	31666685
Q16236	P13995	NFE2L2	MTHFD2	True	True	False	True	True	False	1	CollecTRI:22789539	CollecTRI;SIGNOR_CollecTRI	2	1	1	22789539
P46531	Q99081	NOTCH1	TCF12	True	True	False	True	True	False	1	CollecTRI:22577461	CollecTRI;SIGNOR_CollecTRI	2	1	1	22577461
Q15797	Q9UPW6	SMAD1	SATB2	True	True	False	True	True	False	2	CollecTRI:22219353;SIGNOR:22219353	CollecTRI;SIGNOR;SIGNOR_CollecTRI	3	2	1	22219353
Q99717	Q9UPW6	SMAD5	SATB2	True	True	False	True	True	False	2	CollecTRI:22219353;SIGNOR:22219353	CollecTRI;SIGNOR;SIGNOR_CollecTRI	3	2	1	22219353
Q9NP71	P25445	MLXIPL	FAS	True	True	False	True	True	False	4	CollecTRI:15496471;CollecTRI:16800817;CollecTRI:20416398;SIGNOR:15496471	CollecTRI;GEREDB_CollecTRI;SIGNOR;SIGNOR_CollecTRI	4	2	3	15496471;16800817;20416398
Q9NP71	Q9H5J4	MLXIPL	ELOVL6	True	True	False	True	True	False	2	CollecTRI:27524233;SIGNOR:27524233	CollecTRI;SIGNOR;SIGNOR_CollecTRI	3	2	1	27524233
P49910	Q969W9	ZNF165	PMEPA1	True	False	True	True	False	True	2	CollecTRI:26567849;SIGNOR:26567849	CollecTRI;SIGNOR;SIGNOR_CollecTRI	3	2	1	26567849
P31269	Q96DH6	HOXA9	MSI2	True	True	False	True	True	False	2	CollecTRI:20639863;CollecTRI:20805843	CollecTRI;DoRothEA;GEREDB_CollecTRI;ReMap_DoRothEA;SIGNOR_CollecTRI	5	2	2	20639863;20805843
Q14865	Q01196	ARID5B	RUNX1	True	True	False	True	True	False	1	CollecTRI:29326336	CollecTRI;SIGNOR_CollecTRI	2	1	1	29326336
Q13330	P09341	MTA1	CXCL1	True	True	False	True	True	False	1	CollecTRI:18719363	CollecTRI;SIGNOR_CollecTRI	2	1	1	18719363
Q9ULU4	P16070	ZMYND8	CD44	True	False	True	True	False	True	2	CollecTRI:27477906;SIGNOR:27477906	CollecTRI;SIGNOR;SIGNOR_CollecTRI	3	2	1	27477906
Q04206	P19876	RELA	CXCL3	True	True	False	True	True	False	1	CollecTRI:15722553	CollecTRI;CytReg_CollecTRI;DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	7	2	1	15722553
P11473	P09341	VDR	CXCL1	True	True	False	True	True	False	1	CollecTRI:24250750	CollecTRI;CytReg_CollecTRI	2	1	1	24250750
P01100	P18510	FOS	IL1RN	True	True	False	True	True	False	1	CollecTRI:11933077	CollecTRI;CytReg_CollecTRI;DoRothEA;ENCODE-distal;PAZAR_DoRothEA	5	3	1	11933077
P05412	P18510	JUN	IL1RN	True	True	False	True	True	False	1	CollecTRI:11933077	CollecTRI;CytReg_CollecTRI;ENCODE-distal	3	2	1	11933077
Q02078	P18510	MEF2A	IL1RN	True	True	False	True	True	False	1	CollecTRI:21454555	CollecTRI;CytReg_CollecTRI;ENCODE-distal	3	2	1	21454555
Q04864	P19875	REL	CXCL2	True	True	False	True	True	False	2	CollecTRI:15722553;CollecTRI:16166378	CollecTRI;CytReg_CollecTRI;DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	2	15722553;16166378
P15336	P18510	ATF2	IL1RN	True	True	False	True	True	False	1	CollecTRI:11933077	CollecTRI;CytReg_CollecTRI	2	1	1	11933077
P84022	P09341	SMAD3	CXCL1	True	True	False	True	True	False	1	CollecTRI:26252654	CollecTRI;CytReg_CollecTRI	2	1	1	26252654
Q15796	P09341	SMAD2	CXCL1	True	True	False	True	True	False	1	CollecTRI:26252654	CollecTRI;CytReg_CollecTRI	2	1	1	26252654
P37231	P19876	PPARG	CXCL3	True	True	False	True	True	False	1	CollecTRI:27512010	CollecTRI;CytReg_CollecTRI	2	1	1	27512010
P41182	P19875	BCL6	CXCL2	True	True	False	True	True	False	1	CollecTRI:21106671	CollecTRI;CytReg_CollecTRI	2	1	1	21106671
Q6VUC0	P09341	TFAP2E	CXCL1	True	True	False	True	True	False	1	CollecTRI:21134476	CollecTRI;CytReg_CollecTRI	2	1	1	21134476
